AttributeDictionaryAttributeAllowedValues
Identifier,ValueIdentifier,ValueUsage,Value,UnitOfMeasure,Image1,Image2,LanguageId
CarWheelType,"RRdd,wh/Myst&ws (Real Riders&#174; deep-dish wheels, white hubs w/&#34;Mystery Car&#34; & white stripes)",1,"RRdd,wh/Myst&ws (Real Riders&#174; deep-dish wheels, white hubs w/&#34;Mystery Car&#34; & white stripes)",,,,-1
CarWheelType,RRdd/Gdyr (Real Riders&#174; deep-dish wheels w/&#34;Goodyear&#34; tampo),1,RRdd/Gdyr (Real Riders&#174; deep-dish wheels w/&#34;Goodyear&#34; tampo),,,,-1
CarWheelType,RRdd/os (Real Riders&#174; deep-dish wheels w/orange stripe tampo),1,RRdd/os (Real Riders&#174; deep-dish wheels w/orange stripe tampo),,,,-1
CarWheelType,RRdd/rs (Real Riders&#174; deep-dish wheels w/red stripe tampo),1,RRdd/rs (Real Riders&#174; deep-dish wheels w/red stripe tampo),,,,-1
CarWheelType,RRdd/ws (Real Riders&#174; deep-dish wheels w/white stripe tampo),1,RRdd/ws (Real Riders&#174; deep-dish wheels w/white stripe tampo),,,,-1
CarWheelType,RRdd/ww (Real Riders&#174; deep-dish wheels w/whitewall tampo),1,RRdd/ww (Real Riders&#174; deep-dish wheels w/whitewall tampo),,,,-1
CarWheelType,RRddoff (Real Riders&#174; deep-dish wheels & off-road tires),1,RRddoff (Real Riders&#174; deep-dish wheels & off-road tires),,,,-1
CarWheelType,RRddoff/Gdyr (Real Riders deep-dish wheels & off-road tires w/&#34;Goodyear&#34; tampo),1,RRddoff/Gdyr (Real Riders deep-dish wheels & off-road tires w/&#34;Goodyear&#34; tampo),,,,-1
CarWheelType,RRddoff/Myst&ws (Real Riders deep-dish wheels & offroad tires w/&#34;Mystery Car&#34; & white stripe),1,RRddoff/Myst&ws (Real Riders deep-dish wheels & offroad tires w/&#34;Mystery Car&#34; & white stripe),,,,-1
CarWheelType,RRfl (Real Riders&#174; flat hub wheels),1,RRfl (Real Riders&#174; flat hub wheels),,,,-1
CarWheelType,RRfl/ww (Real Riders&#174; flat hub wheels w/whitewall tampo),1,RRfl/ww (Real Riders&#174; flat hub wheels w/whitewall tampo),,,,-1
CarWheelType,RRpf/rs (Real Riders&#174; preferred wheels w/red stripe tampo),1,RRpf/rs (Real Riders&#174; preferred wheels w/red stripe tampo),,,,-1
CarWheelType,RRsl (Real Riders&#174; slotted wheels),1,RRsl (Real Riders&#174; slotted wheels),,,,-1
CarWheelType,RRsl/Gdyr (Real Riders&#174; slotted wheels w/&#34;Goodyear&#34; tampo),1,RRsl/Gdyr (Real Riders&#174; slotted wheels w/&#34;Goodyear&#34; tampo),,,,-1
CarWheelType,RRsl/rs (Real Riders&#174; slotted wheels w/red stripe tampo),1,RRsl/rs (Real Riders&#174; slotted wheels w/red stripe tampo),,,,-1
MarketingAge,1 year & up,1,1 year & up,,,,-1
MarketingAge,1&#189; years & up,1,1&#189; years & up,,,,-1
MarketingAge,1&#189;-3 years,1,1&#189;-3 years,,,,-1
MarketingAge,1&#189;-4 years,1,1&#189;-4 years,,,,-1
MarketingAge,1&#189;-5 years,1,1&#189;-5 years,,,,-1
MarketingAge,1-3 years,1,1-3 years,,,,-1
MarketingAge,1-4 years,1,1-4 years,,,,-1
MarketingAge,1-5 years,1,1-5 years,,,,-1
MarketingAge,2 years & up,1,2 years & up,,,,-1
MarketingAge,2&#189; years & up,1,2&#189; years & up,,,,-1
MarketingAge,2&#189;-6 years,1,2&#189;-6 years,,,,-1
MarketingAge,2-5 years,1,2-5 years,,,,-1
MarketingAge,2-6 years,1,2-6 years,,,,-1
MarketingAge,2-7 years,1,2-7 years,,,,-1
MarketingAge,2-8 years,1,2-8 years,,,,-1
MarketingAge,3-10 years,1,3-10 years,,,,-1
MarketingAge,3-5 years,1,3-5 years,,,,-1
MarketingAge,3-6 years,1,3-6 years,,,,-1
MarketingAge,3-7 years,1,3-7 years,,,,-1
MarketingAge,3-8 years,1,3-8 years,,,,-1
MarketingAge,4 years & up,1,4 years & up,,,,-1
MarketingAge,4-10 years,1,4-10 years,,,,-1
MarketingAge,4-6 years,1,4-6 years,,,,-1
MarketingAge,4-7 years,1,4-7 years,,,,-1
MarketingAge,4-8 years,1,4-8 years,,,,-1
MarketingAge,4-9 years,1,4-9 years,,,,-1
MarketingAge,5 years & up,1,5 years & up,,,,-1
MarketingAge,5-8 years,1,5-8 years,,,,-1
MarketingAge,5-9 years,1,5-9 years,,,,-1
MarketingAge,6 years & up,1,6 years & up,,,,-1
MarketingAge,6+,1,6+,,,,-1
MarketingAge,8 years & up,1,8 years & up,,,,-1
MarketingAge,10+,1,10+,,,,-1
MarketingAge,FOR ADULT USE ONLY,1,FOR ADULT USE ONLY,,,,-1
MarketingAge,For the Adult Collector,1,For the Adult Collector,,,,-1
MarketingAge,No Age Available,1,No Age Available,,,,-1
MarketingAge,Not Rated,1,Not Rated,,,,-1
MarketingAge,TV Y,1,TV Y,,,,-1
MarketingAge,TV Y&amp;,1,TV Y&amp;,,,,-1
PlayPattern,Bedtime,1,Bedtime,,,,-1
PlayPattern,Dress Like Your Doll,1,Dress Like Your Doll,,,,-1
PlayPattern,Costume,1,Costume,,,,-1
PlayPattern,Nurturing,1,Nurturing,,,,-1
PlayPattern,Food ,1,Food ,,,,-1
PlayPattern,Hair play,1,Hair play,,,,-1
PlayPattern,Holiday,1,Holiday,,,,-1
PlayPattern,School,1,School,,,,-1
PlayPattern,Pets,1,Pets,,,,-1
PlayPattern,Sports,1,Sports,,,,-1
PlayPattern,Performance,1,Performance,,,,-1
PlayPattern,My Custom Engine,1,My Custom Engine,,,,-1
PlayPattern,Storytelling,1,Storytelling,,,,-1
PlayPattern,Create a Set,1,Create a Set,,,,-1
PlayPattern,Storage,1,Storage,,,,-1
PlayPattern,Bedroom,1,Bedroom,,,,-1
PlayPattern,DVD,1,DVD,,,,-1
PlayPattern,Search and Rescue,1,Search and Rescue,,,,-1
PlayPattern,Steam Team,1,Steam Team,,,,-1
PlayPattern,Express,1,Express,,,,-1
PlayPattern,Diesel,1,Diesel,,,,-1
PlayPattern,Narrow Gauge,1,Narrow Gauge,,,,-1
PlayPattern,Classic,1,Classic,,,,-1
PlayPattern,Adventure,1,Adventure,,,,-1
PlayPattern,Construction,1,Construction,,,,-1
PlayPattern,Spills & Thrills,1,Spills & Thrills,,,,-1
PlayPattern,Accessory,1,Accessory,,,,-1
PlayPattern,King of the Railway,1,King of the Railway,,,,-1
PlayPattern,Steam,1,Steam,,,,-1
PlayPattern,Go Go Thomas,1,Go Go Thomas,,,,-1
PlayPattern,Circus,1,Circus,,,,-1
PlayPattern,Search and Rescue/Water,1,Search and Rescue/Water,,,,-1
DollLashes,Painted,1,<strong>Eyelashes:</strong> Painted,,,,-1
DollLashes,Rooted,1,<strong>Eyelashes:</strong> Rooted,,,,-1
DollEyeShape,Round,1,Round,,,,-1
DollEyeShape,Almond,1,Almond,,,,-1
DollFashionOn,Yes,1,<strong>Fashion Sewn On?:</strong> Yes,,,,-1
DollGender,Male,1,Male,,,,-1
DollGender,Female,1,Female,,,,-1
DollGender,Boy,1,Boy,,,,-1
DollGender,Girl,1,Girl,,,,-1
DollHairColor,Auburn,1,Auburn,,,,-1
DollHairColor,Black,1,Black,,,,-1
DollHairColor,Black-brown,1,Black-brown,,,,-1
DollHairColor,Blond,1,Blond,,,,-1
DollHairColor,Brown,1,Brown,,,,-1
DollHairColor,Caramel,1,Caramel,,,,-1
DollHairColor,Grey,1,Gray,,,,-1
DollHairColor,Red,1,Red,,,,-1
DollHairLength,Short,1,Short,,,,-1
DollHairLength,Medium,1,Medium,,,,-1
DollHairLength,Long,1,Long,,,,-1
DollHairStyle,Bob,1,Bob,,,,-1
DollHairStyle,Braids,1,Braids,,,,-1
DollHairStyle,Curly,1,Curly,,,,-1
DollHairStyle,Highlights,1,Highlights,,,,-1
DollHairStyle,Layered,1,Layered,,,,-1
DollHairStyle,Straight,1,Straight,,,,-1
DollHairStyle,Wavy,1,Wavy,,,,-1
DollHairTexture,Yes,1,Yes,,,,-1
DollHairTexture,No,1,No,,,,-1
CarBaseColor,Black,1,Black,,,,-1
CarBaseColor,Black w/Silver VUM Engine,1,Black w/Silver VUM Engine,,,,-1
CarBaseColor,Black/Chrome-Colored,1,Black/Chrome-Colored,,,,-1
CarBaseColor,Black-Painted,1,Black-Painted,,,,-1
CarBaseColor,Blue,1,Blue,,,,-1
CarBaseColor,Chrome,1,Chrome,,,,-1
CarBaseColor,Chromed,1,Chromed,,,,-1
CarBaseColor,Chrome-Plated,1,Chrome-Plated,,,,-1
CarBaseColor,Dark Blue,1,Dark Blue,,,,-1
CarBaseColor,Flat Black,1,Flat Black,,,,-1
CarBaseColor,Gloss Black,1,Gloss Black,,,,-1
CarBaseColor,Gold,1,Gold,,,,-1
CarBaseColor,Gold Chrome,1,Gold Chrome,,,,-1
CarBaseColor,Gray,1,Gray,,,,-1
CarBaseColor,Metal,1,Metal,,,,-1
CarBaseColor,Polished Metal,1,Polished Metal,,,,-1
CarBaseColor,Red,1,Red,,,,-1
CarBaseColor,Silver,1,Silver,,,,-1
CarBaseColor,Silver-Painted,1,Silver-Painted,,,,-1
CarBaseColor,Spectraflame&#174; Red,1,Spectraflame&#174; Red,,,,-1
CarBaseColor,Unfinished,1,Unfinished,,,,-1
CarBaseColor,Various,1,Various,,,,-1
CarBaseColor,White,1,White,,,,-1
CarBodyColor,Antique Yellow,1,Antique Yellow,,,,-1
CarBodyColor,Aqua,1,Aqua,,,,-1
CarBodyColor,Beige,1,Beige,,,,-1
CarBodyColor,Black,1,Black,,,,-1
CarBodyColor,Black/Orange,1,Black/Orange,,,,-1
CarBodyColor,Black/Silver,1,Black/Silver,,,,-1
CarBodyColor,Blue,1,Blue,,,,-1
CarBodyColor,Blue-gray,1,Blue-gray,,,,-1
CarBodyColor,Brown,1,Brown,,,,-1
CarBodyColor,Burgundy,1,Burgundy,,,,-1
CarBodyColor,Burnt Orange,1,Burnt Orange,,,,-1
CarBodyColor,Chrome,1,Chrome,,,,-1
CarBodyColor,Dark Blue,1,Dark Blue,,,,-1
CarBodyColor,Dark Chrome,1,Dark Chrome,,,,-1
CarBodyColor,Dark Green,1,Dark Green,,,,-1
CarBodyColor,Dark Purple,1,Dark Purple,,,,-1
CarBodyColor,Dark Red,1,Dark Red,,,,-1
CarBodyColor,Dark Yellow,1,Dark Yellow,,,,-1
CarBodyColor,Flat Black,1,Flat Black,,,,-1
CarBodyColor,Flat Purple,1,Flat Purple,,,,-1
CarBodyColor,Fluorescent Lime Green,1,Fluorescent Lime Green,,,,-1
CarBodyColor,Fluorescent Orange,1,Fluorescent Orange,,,,-1
CarBodyColor,Fluorescent Pink,1,Fluorescent Pink,,,,-1
CarBodyColor,Gloss Black,1,Gloss Black,,,,-1
CarBodyColor,Gloss Black and Metalflake Yellow,1,Gloss Black and Metalflake Yellow,,,,-1
CarWheelType,Real Riders off-road wheels w/ convention tampo,1,Real Riders off-road wheels w/ convention tampo,,,,-1
CarBodyColor,Spectraflame blue ,1,Spectraflame blue ,,,,-1
CarWheelType,RRtu (Real Riders&#174; turbine wheels (no tampo)),1,RRtu (Real Riders&#174; turbine wheels (no tampo)),,,,-1
CarWheelType,"RRtu,blk/Gdyr&rs (Real Riders&#174; turbine wheels, black hubs w/&#34;Goodyear&#34; and red stripe tampo)",1,"RRtu,blk/Gdyr&rs (Real Riders&#174; turbine wheels, black hubs w/&#34;Goodyear&#34; and red stripe tampo)",,,,-1
CarWheelType,RRtu/Gdyr (Real Riders&#174; turbine w/&#34;Goodyear&#34; tampo),1,RRtu/Gdyr (Real Riders&#174; turbine w/&#34;Goodyear&#34; tampo),,,,-1
CarWheelType,RRtu/HRCCS (Real Riders&#174; turbine wheels w/Howard Rees Custom Car Show tampo),1,RRtu/HRCCS (Real Riders&#174; turbine wheels w/Howard Rees Custom Car Show tampo),,,,-1
CarWheelType,RRtu/rs (Real Riders&#174; turbine wheels w/red stripe tampo),1,RRtu/rs (Real Riders&#174; turbine wheels w/red stripe tampo),,,,-1
CarWheelType,RRtuoff/Gdyr (Real Riders&#174; turbine wheels and offroad tires w/&#34;Goodyear&#34; tampo),1,RRtuoff/Gdyr (Real Riders&#174; turbine wheels and offroad tires w/&#34;Goodyear&#34; tampo),,,,-1
CarWheelType,Various,1,Various,,,,-1
CarWheelType,Wh CM/BL,1,Wh CM/BL,,,,-1
CarWheelType,WW (White Wall wheels),1,WW (White Wall wheels),,,,-1
CarWindowColor,Amber-Tinted,1,Amber-Tinted,,,,-1
CarWindowColor,Black,1,Black,,,,-1
CarWindowColor,Black Opaque,1,Black Opaque,,,,-1
CarWindowColor,Black-Tinted,1,Black-Tinted,,,,-1
CarWindowColor,Blue-Tinted,1,Blue-Tinted,,,,-1
CarWindowColor,Charcoal-Tinted,1,Charcoal-Tinted,,,,-1
CarWindowColor,Chrome,1,Chrome,,,,-1
CarWindowColor,Clear,1,Clear,,,,-1
CarWindowColor,Gray-Tinted,1,Gray-Tinted,,,,-1
CarWindowColor,Green-Tinted,1,Green-Tinted,,,,-1
CarWindowColor,Light Blue-Tinted,1,Light Blue-Tinted,,,,-1
CarWindowColor,Light Purple-Tinted,1,Light Purple-Tinted,,,,-1
CarWindowColor,Light Smoke-Tinted,1,Light Smoke-Tinted,,,,-1
CareInstructions,CCGD24CareInstructions,1,"Hand wash, cold water, line dry",,,,-1
CareInstructions,Baking plaque and sifter are dishwasher safe.,1,Baking plaque and sifter are dishwasher safe.,,,,-1
MarketingAge,CCLG46MarketingAge,1,8-12,,,,-1
CareInstructions,CCLG46CareInstructions,1,"Hand wash, cold water, line dry",,,,-1
CareInstructions,CCKB94CareInstructions,1,"Hand wash, cold water, line dry",,,,-1
CareInstructions,CCKB97CareInstructions,1,"Hand wash, cold water, line dry",,,,-1
CareInstructions,CCKC00CareInstructions,1,"Hand wash, cold water, line dry",,,,-1
CareInstructions,CCLT12CareInstructions,1,CCLT12CareInstructions,,,,-1
CareInstructions,CCLT14CareInstructions,1,CCLT14CareInstructions,,,,-1
CareInstructions,CCLT15CareInstructions,1,CCLT15CareInstructions,,,,-1
CareInstructions,CCLT18CareInstructions,1,CCLT18CareInstructions,,,,-1
CareInstructions,"Hand wash, cold water, line dry.",1,"Hand wash, cold water, line dry.",,,,-1
CarBaseColor,Mirrorized ZAMAC,1,Mirrorized ZAMAC,,,,-1
CarSeriesName,HWC&#8482; Series Twelve Neo-Classics&#8482;,1,HWC&#8482; Series Twelve Neo-Classics&#8482;,,,,-1
CarWheelType,Real Riders&#174; GT wheels w/&#8220;Goodyear&#8221; tampo,1,Real Riders&#174; GT wheels w/&#8220;Goodyear&#8221; tampo,,,,-1
DollBodyType,Articulated Harley Ken,1,<strong>Body Type: </strong>Articulated Harley Ken,,,,-1
DollFacialSculpt (old),New Tango Ken,1,New Tango Ken,,,,-1
DollSkinTone,Dark Brown,1,<strong>Skin Tone: </strong>Dark Brown,,,,-1
CarWheelType,BW/Fs&ws,1,BW/Fs&ws,,,,-1
DollBodyType,Poseable Ken,1,<strong>Body Type: </strong>Poseable Ken,,,,-1
DollDesigner,Monica LaValle,1,"<strong>Designer: </strong><a href=""/shop/en-us/ba/monica-lavalle"" title=""Monica LaValle"">Monica LaValle</a>",,,,-1
DollFacialSculpt (old),Rhett/Clark Gable,1,Rhett/Clark Gable,,,,-1
DollBodyType,Poseable Ken Torso,1,<strong>Body Type: </strong>Poseable Ken Torso,,,,-1
DollDesigner,Lauri Sipos,1,"<strong>Designer:</strong> <a href=""/shop/en-us/ba/lauri-sipos"" title=""Lauri Sipos"">Lauri Sipos</a>",,,,-1
DollFacialSculpt (old),Sculpt to Likeness,1,Sculpt to Likeness,,,,-1
DollSkinTone,Metallic Silver,1,<strong>Skin Tone: </strong>Metallic Silver,,,,-1
CarBodyColor,Spectraflame&#174; Bright Orange,1,Spectraflame&#174; Bright Orange,,,,-1
ClothingSize,1,1,1,,,,-1
ClothingSize,10,1,10,,,,-1
ClothingSize,11,1,11,,,,-1
ClothingSize,12,1,12,,,,-1
ClothingSize,12M,1,12M,,,,-1
ClothingSize,13,1,13,,,,-1
ClothingSize,14,1,14,,,,-1
ClothingSize,15,1,15,,,,-1
ClothingSize,12/13,1,12/13,,,,-1
ClothingSize,9-11,1,9-11,,,,-1
ClothingSize,5/6,1,5/6,,,,-1
ClothingSize,7/8,1,7/8,,,,-1
ClothingSize,1/2,1,1/2,,,,-1
ClothingSize,10/11,1,10/11,,,,-1
CarWheelType,NCRLw,1,NCRLw,,,,-1
DollBodyType,Straight ModelMuse torso with poseable arms and legs,1,<strong>Body Type: </strong>Straight ModelMuse&#8482; Torso with Poseable Arms and Legs,,,,-1
DollFacialSculpt (old),Claudette,1,Claudette,,,,-1
CarBodyColor,Spectraflame dark gold,1,Spectraflame dark gold,,,,-1
CarWheelType,Neo-Classics Redlines wheels,1,Neo-Classics Redlines wheels,,,,-1
CarWindowColor,Light blue-tinted,1,Light blue-tinted,,,,-1
CarWheelType,RR5sp/ww,1,RR5sp/ww,,,,-1
CarWheelType,"RRdd,wh/Myst&ws",1,"RRdd,wh/Myst&ws",,,,-1
CarWheelType,RRddoff/Myst&ws,1,RRddoff/Myst&ws,,,,-1
CarWheelType,Real Riders&#174; 5-spoke wheels (no tampo),1,Real Riders&#174; 5-spoke wheels (no tampo),,,,-1
CarWheelType,RR/Gdyr,1,RR/Gdyr,,,,-1
CarWheelType,RR,1,RR,,,,-1
CarWheelType,RRtu,1,RRtu,,,,-1
CarWheelType,RRfl/ww,1,RRfl/ww,,,,-1
CarBodyType,Metal/Plst,1,Metal/Plst,,,,-1
CarWheelType,"RRtu,blk/Gdyr&rs",1,"RRtu,blk/Gdyr&rs",,,,-1
CarWheelType,RR5sp/BFG,1,RR5sp/BFG,,,,-1
PlayPattern,Docks Theme,1,Lift and Load Docks,,,,-1
CarWheelType,RR5sp/10YArs,1,RR5sp/10YArs,,,,-1
CarWheelType,RRtu/HRCCS,1,RRtu/HRCCS,,,,-1
CarWheelType,RRtu/rs,1,RRtu/rs,,,,-1
CarWheelType,5Sp/ws,1,5Sp/ws,,,,-1
CarWheelType,RRdd/Gdyr,1,RRdd/Gdyr,,,,-1
CarSeriesName,TBD,1,TBD,,,,-1
CarWheelType,RR5sp/Gdyr,1,RR5sp/Gdyr,,,,-1
CarWheelType,WW,1,WW,,,,-1
CarWheelType,RR/ws,1,RR/ws,,,,-1
CarWheelType,RRAr,1,RRAr,,,,-1
CarWindowColor,Dark Smoke-tinted,1,Dark Smoke-tinted,,,,-1
CarBodyColor,Matte Black,1,Matte Black,,,,-1
CarWheelType,RR10sp,1,RR10sp,,,,-1
CarWheelType,RRtuoff/Gdyr,1,RRtuoff/Gdyr,,,,-1
CarWheelType,RRtu/Gdyr,1,RRtu/Gdyr,,,,-1
CarWheelType,5sp,1,5sp,,,,-1
CarWheelType,"Real Riders&#174; deep-dish wheels, orange hubs w/orange stripe tampo",1,"Real Riders&#174; deep-dish wheels, orange hubs w/orange stripe tampo",,,,-1
CarWheelType,Real Riders&#174; deep-dish wheels w/orange stripe tampo,1,Real Riders&#174; deep-dish wheels w/orange stripe tampo,,,,-1
CarWheelType,RRdd/ww,1,RRdd/ww,,,,-1
CarBodyColor,Metalflake Light Blue,1,Metalflake Light Blue,,,,-1
CarWheelType,RRddoff,1,RRddoff,,,,-1
CarWheelType,Real Riders&#174; deep-dish wheels w/white stripe tampo,1,Real Riders&#174; deep-dish wheels w/white stripe tampo,,,,-1
CarWheelType,Real Riders&#174; deep-dish wheels w/red stripe tampo,1,Real Riders&#174; deep-dish wheels w/red stripe tampo,,,,-1
CarWheelType,Five-spoke wheels,1,Five-spoke wheels,,,,-1
CarBodyColor,Metalflake Pink,1,Metalflake Pink,,,,-1
CarBodyColor,Flame Red,1,Flame Red,,,,-1
CarBodyColor,Metallic Gold,1,Metallic Gold,,,,-1
CarWheelType,RRex,1,RRex,,,,-1
CarWheelType,RRsl/rs,1,RRsl/rs,,,,-1
CarSeriesName,Red Line Club Party Cars,1,Red Line Club Party Cars,,,,-1
CarWheelType,RRgt,1,RRgt,,,,-1
CarWheelType,RRr,1,RRr,,,,-1
CarWheelType,5Sp,1,5Sp,,,,-1
CarWheelType,RRdd,1,RRdd,,,,-1
CarWheelType,RR/rs,1,RR/rs,,,,-1
CarWheelType,RRcl,1,RRcl,,,,-1
ClothingColor,ROS,1,Rose,,PRI,,-1
ClothingColor,RUB,1,Ruby,,GHM,,-1
ClothingColor,SAG,1,Sage,,TUR,,-1
ClothingColor,SAN,1,Sand,,ORA,,-1
ClothingColor,SEA,1,Seafoam,,PLA,,-1
ClothingColor,SIL,1,Silver,,DPI,,-1
ClothingColor,SKY,1,Sky,,ASH,,-1
ClothingColor,SPR,1,Spruce,,GRE,,-1
ClothingColor,STO,1,Stone,,GRA,,-1
ClothingColor,STR,1,Stripe,,AG-STRIPES,,-1
ClothingColor,TAN,1,Tan,,AG-TAN,,-1
ClothingColor,TEA,1,Teal,,AG-TEAL,,-1
ClothingColor,TIE,1,Tie-Dye,,TUR,,-1
ClothingColor,TOR,1,Tortoise,,ORA,,-1
ClothingColor,TUR,1,Turquoise,,AG-TURQUOISE,,-1
ClothingColor,VIO,1,Violet,,DPI,,-1
ClothingColor,WHI,1,White,,070714TWRwhite,,-1
ClothingColor,YEL,1,Yellow,,PRI,,-1
ClothingColor,0,1,0,,,,-1
DollSkinTone,Gil Blue,1,<strong>Skin Tone: </strong>Gil Blue,,,,-1
DollFacialSculpt (old),Karl Lagerfeld Barbie,1,Karl Lagerfeld Barbie,,,,-1
DollBodyType,Pivotal ,1,<strong>Body Type: </strong>Pivotal,,,,-1
CarBodyColor,"Spectraflame true black and chrome, Spectraflame red, and Spectraflame blue",1,"Spectraflame true black and chrome, Spectraflame red, and Spectraflame blue",,,,-1
PLAgooglecolor,Dots,1,Dots,,,,-1
DollBodyType,Poseable Silkstone,1,<strong>Body Type: </strong>Poseable Silkstone&#174;,,,,-1
DollBodyType,New Ballet Body ,1,<strong>Body Type: </strong>New Ballet Body,,,,-1
DollBodyType,Shani ,1,Shani<strong>Body Type: </strong>Shani,,,,-1
DollFacialSculpt (old),New Misty sculpt,1,New Misty sculpt,,,,-1
DollFashionOn,No ,1,<strong>Fashion Sewn On?:</strong> No,,,,-1
DollFacialSculpt (old),Vintage Silkstone,1,Vintage Silkstone,,,,-1
DollFacialSculpt (old),Lara ,1,Lara ,,,,-1
CarBodyColor,<strong>Spectraflame Gulf powder blue</strong>,1,<strong>Spectraflame Gulf powder blue</strong>,,,,-1
CarWheelType,<strong>Real Riders racing wheels w/ Firestone tampo</strong>,1,<strong>Real Riders racing wheels w/ Firestone tampo</strong>,,,,-1
CarBaseType,"<strong>Full-metal, matte black ZAMAC chassis</strong>",1,"<strong>Full-metal, matte black ZAMAC chassis</strong>",,,,-1
CarWindowColor,<strong>Clear</strong>,1,<strong>Clear</strong>,,,,-1
CarInteriorColor,<strong>Black</strong>,1,<strong>Black</strong>,,,,-1
DollFacialSculpt (old),Vintage straight rooting line ,1,Vintage straight rooting line ,,,,-1
DollFacialSculpt (old),Vintage Silkstone ,1,Vintage Silkstone ,,,,-1
DollBodyType,New Poseable Silkstone,1,<strong>Body Type: </strong>New Poseable Silkstone&#174;,,,,-1
DollFacialSculpt (old),NEW Ben Affleck,1,NEW Ben Affleck,,,,-1
DollSkinTone,Neutra ,1,<strong>Skin Tone: </strong>Neutra,,,,-1
DollBodyType,Poseable Hero Male,1,<strong>Body Type: </strong>Poseable Hero Male,,,,-1
DollFacialSculpt (old),NEW Gal Gadot,1,NEW Gal Gadot,,,,-1
DollBodyType,Poseable Hero Female,1,<strong>Body Type: </strong>Poseable Hero Female,,,,-1
DollFacialSculpt (old),NEW Henry Cavill,1,NEW Henry Cavill,,,,-1
CarCastingDesigner,Jun Imai,1,Jun Imai,,,,-1
CarSeriesName,HWC Series Thirteen Real Riders,1,HWC Series Thirteen Real Riders,,,,-1
CarWheelType,RRsl-off,1,RRsl-off,,,,-1
CarBodyColor,Spectraflame blue w/white roof,1,Spectraflame blue w/white roof,,,,-1
CarSeriesName,HWC Series Thirteen ,1,HWC Series Thirteen ,,,,-1
CarBodyColor,Spectraflame light blue,1,Spectraflame light blue,,,,-1
CarCastingDesigner,Ryu Asada,1,Ryu Asada,,,,-1
CarBodyColor,Spectraflame black,1,Spectraflame black,,,,-1
CarSeriesName,sELECTIONs 2014,1,sELECTIONs 2014,,,,-1
CarWheelType,Dragstrip Demons wheels: Front: five-spoke Rear: slotted w/Goodyear tampo,1,Dragstrip Demons wheels: Front: five-spoke Rear: slotted w/Goodyear tampo,,,,-1
CarSeriesName,HWC Series Thirteen,1,HWC Series Thirteen,,,,-1
CarBodyColor,Spectraflame blue,1,Spectraflame blue,,,,-1
CarBodyColor,Spectraflame light pink,1,Spectraflame light pink,,,,-1
CarWindowColor,Light-blue tinted,1,Light-blue tinted,,,,-1
RelatedSizingChart,popup/snug-fit-pjs-size-chart,1,popup/fp-snug-fit-pjs-size-chart,,,,-1
RelatedSizingChart,popup/apparel-size-chart,1,popup/fp-thomas-apparel-size-chart,,,,-1
CarBodyColor,<strong>Micro Apple Red &amp; matte black</strong>,1,<strong>Micro Apple Red &amp; matte black</strong>,,,,-1
CarBodyType,<strong>ZAMAC</strong>,1,<strong>ZAMAC</strong>,,,,-1
CarWheelType,<strong>Neo-Classics Redline wheels</strong>,1,<strong>Neo-Classics Redline wheels</strong>,,,,-1
CarBaseType,"<strong>Full-metal, zinc-plated ZAMAC chassis</strong>",1,"<strong>Full-metal, zinc-plated ZAMAC chassis</strong>",,,,-1
CarWindowColor,<strong>Light smoke-tinted</strong>,1,<strong>Light smoke-tinted</strong>,,,,-1
CarInteriorColor,<strong>Red w/</strong> <strong>hand-spray-painted details</strong>,1,<strong>Red w/</strong> <strong>hand-spray-painted details</strong>,,,,-1
CarSeriesName,HWC&#8482; Series Eleven Neo-Classics&#8482;,1,HWC&#8482; Series Eleven Neo-Classics&#8482;,,,,-1
CarWheelType,RRddoff/Gdyr,1,RRddoff/Gdyr,,,,-1
DollBodyType,Skipper,1,<strong>Body Type: </strong>Skipper,,,,-1
DollFacialSculpt (old),New Repro Skipper,1,New Repro Skipper,,,,-1
CarWheelType,RRdd/ws,1,RRdd/ws,,,,-1
DollFacialSculpt (old),Aphrodite,1,Aphrodite,,,,-1
DollFacialSculpt (old),Sculpted to Likeness,1,Sculpted to Likeness,,,,-1
DollFacialSculpt (old),Louboutin,1,Louboutin,,,,-1
CarSeriesName,HWC&#8482; Series Ten Neo-Classics&#8482;,1,HWC&#8482; Series Ten Neo-Classics&#8482;,,,,-1
CarWheelType,Neo-Classics&#8482; Redline&#174; five-spoke wheels,1,Neo-Classics&#8482; Redline&#174; five-spoke wheels,,,,-1
DollFacialSculpt (old),Scarlett,1,Scarlett,,,,-1
DollFacialSculpt (old),Lea,1,Lea,,,,-1
DollFacialSculpt (old),N,1,N,,,,-1
DollBodyType,Repro Skipper,1,<strong>Body Type: </strong>Repro Skipper,,,,-1
DollFacialSculpt (old),New Skipper,1,New Skipper,,,,-1
CarWheelType,RR5spO,1,RR5spO,,,,-1
DollBodyType,Vintage Repro (All),1,<strong>Body Type: </strong>Vintage Repro (All),,,,-1
CarWheelType,Original Redlines&#174; style 5-spoke wheels,1,Original Redlines&#174; style 5-spoke wheels,,,,-1
CarWheelType,2PC6SP,1,2PC6SP,,,,-1
CarWheelType,RR/ww,1,RR/ww,,,,-1
CarBaseType,Black,1,Black,,,,-1
PLAgooglecolor,Green,1,Green,,,,-1
PLAgooglecolor,Pink,1,Pink,,,,-1
PLAgooglecolor,Purple,1,Purple,,,,-1
